Thickness Brand 
25 mm bars Sk Super 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Brand 
8 mm bars Primegold 10 Nos 47 Kgs 12 Metres ( 40 Feet ) 
10 mm bars Primegold 7 Nos 53 Kgs 12 Metres ( 40 Feet ) 
12 mm bars Primegold 5 Nos 53.4 Kgs 12 Metres ( 40 Feet ) 
16 mm bars Primegold 3 Nos 56.88 Kgs 12 Metres ( 40 Feet ) 
20 mm bars Primegold 2 Nos 59.2 Kgs 12 Metres ( 40 Feet ) 
25 mm bars Primegold 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Brand 
8 mm bars Sunvik 10 Nos 47 Kgs 12 Metres ( 40 Feet ) 
10 mm bars Sunvik 7 Nos 53 Kgs 12 Metres ( 40 Feet ) 
12 mm bars Sunvik 5 Nos 53.4 Kgs 12 Metres ( 40 Feet ) 
16 mm bars Sunvik 3 Nos 56.88 Kgs 12 Metres ( 40 Feet ) 
20 mm bars Sunvik 2 Nos 59.2 Kgs 12 Metres ( 40 Feet ) 
25 mm bars Sunvik 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Brand 
8 mm bars SAIL Steel 10 Nos 47 Kgs 12 Metres ( 40 Feet ) 
10 mm bars SAIL Steel 7 Nos 53 Kgs 12 Metres ( 40 Feet ) 
12 mm bars SAIL Steel 5 Nos 53.4 Kgs 12 Metres ( 40 Feet ) 
16 mm bars SAIL Steel 3 Nos 56.88 Kgs 12 Metres ( 40 Feet ) 
20 mm bars SAIL Steel 2 Nos 59.2 Kgs 12 Metres ( 40 Feet ) 
25 mm bars SAIL Steel 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Brand 
8 mm bars TATA 10 Nos 47 Kgs 12 Metres ( 40 Feet ) 
10 mm bars TATA 7 Nos 53 Kgs 12 Metres ( 40 Feet ) 
12 mm bars TATA 5 Nos 53.4 Kgs 12 Metres ( 40 Feet ) 
16 mm bars TATA 3 Nos 56.88 Kgs 12 Metres ( 40 Feet ) 
20 mm bars TATA 2 Nos 59.2 Kgs 12 Metres ( 40 Feet ) 
25 mm bars TATA 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Brand 
8 mm bars Aone TMT 10 Nos 47 Kgs 12 Metres ( 40 Feet ) 
10 mm bars Aone TMT 7 Nos 53 Kgs 12 Metres ( 40 Feet ) 
12 mm bars Aone TMT 5 Nos 53.4 Kgs 12 Metres ( 40 Feet ) 
16 mm bars Aone TMT 3 Nos 56.88 Kgs 12 Metres ( 40 Feet ) 
20 mm bars Aone TMT 2 Nos 59.2 Kgs 12 Metres ( 40 Feet ) 
25 mm bars Aone TMT 1 No 46.2 Kgs 12 Metres ( 40 Feet ) 
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
 ,2,3,3,.,0,2
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class 
1
3
1 Inches. (25 mm) SDR 11 
1 1
1 1
2 Inches. (50 mm) SDR 11 
1
3
1 Inches. (25 mm) SDR 13.5 
1 1
1 1
2 Inches. (50 mm) SDR 13.5 
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
T,h,i,c,k,n,e,s,s, ,C,l,a,s,s, ,/, ,G,r,a,d,e, ,B,r,a,n,d, ,/, ,M,a,n,u,f,a,c,t,u,r,e,r, ,F,i,t, ,T,y,p,e, ,F,a,m,i,l,y, ,U,n,i,t, ,P,r,i,c,e, ,Q,t,y, ,S,u,b, ,T,o,t,a,l, ,(,R,s,)
1,/,2, ,I,n,c,h,e,s,., ,(,1,5, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,3,8,7,.,5,0, ,R,s, ,2,3,3,.,0,2, ,R,s, ,0,.,0,0
3,/,4, ,I,n,c,h,e,s,., ,(,2,0, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,6,0,2,.,5,0, ,R,s, ,3,6,2,.,3,1, ,R,s, ,0,.,0,0
1, ,I,n,c,h,e,s,., ,(,2,5, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,9,3,7,.,5,0, ,R,s, ,5,6,3,.,7,7, ,R,s, ,0,.,0,0
1, ,1,/,4, ,I,n,c,h,e,s,., ,(,3,2, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,1,",",3,8,7,.,5,0, ,R,s, ,8,3,4,.,3,7, ,R,s, ,0,.,0,0
1, ,1,/,2, ,I,n,c,h,e,s,., ,(,4,0, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,1,",",9,0,5,.,0,0, ,R,s, ,1,",",1,4,5,.,5,7, ,R,s, ,0,.,0,0
2, ,I,n,c,h,e,s,., ,(,5,0, ,m,m,), ,S,D,R, ,1,1, ,/, ,C,l,a,s,s, ,1, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,3,",",1,7,5,.,0,0, ,R,s, ,1,",",9,0,9,.,2,9, ,R,s, ,0,.,0,0
1,/,2, ,I,n,c,h,e,s,., ,(,1,5, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,3,3,7,.,5,0, ,R,s, ,2,0,2,.,9,6, ,R,s, ,0,.,0,0
3,/,4, ,I,n,c,h,e,s,., ,(,2,0, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,5,5,2,.,5,0, ,R,s, ,3,3,2,.,2,5, ,R,s, ,0,.,0,0
1, ,I,n,c,h,e,s,., ,(,2,5, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,8,0,2,.,5,0, ,R,s, ,4,8,2,.,5,8, ,R,s, ,0,.,0,0
1, ,1,/,4, ,I,n,c,h,e,s,., ,(,3,2, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,1,",",1,6,5,.,0,0, ,R,s, ,7,0,0,.,5,7, ,R,s, ,0,.,0,0
1, ,1,/,2, ,I,n,c,h,e,s,., ,(,4,0, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,1,",",6,1,0,.,0,0, ,R,s, ,9,6,8,.,1,7, ,R,s, ,0,.,0,0
2, ,I,n,c,h,e,s,., ,(,5,0, ,m,m,), ,S,D,R, ,1,3,.,5, ,/, ,C,l,a,s,s, ,2, ,A,s,h,i,r,v,a,d, ,G,l,u,e, ,F,i,t, ,P,i,p,e, ,5, ,M,e,t,e,r,s, ,R,s, ,2,",",6,5,2,.,5,0, ,R,s, ,1,",",5,9,5,.,0,8, ,R,s, ,0,.,0,0
 , ,T,o,t,a,l,:, ,0, ,R,s,., ,0,.,0,0
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,8,0,.,0,0
 ,3,4,2,.,0,0
 ,4,5,8,.,0,0
 ,5,2,5,.,0,0
 ,6,7,5,.,0,0
 ,9,3,2,.,0,0
 ,1,6,1,8,.,0,0
 ,2,0,5,1,.,0,0
 ,5,3,7,.,0,0
 ,6,8,4,.,0,0
 ,9,4,3,.,0,0
 ,2,0,7,1,.,0,0
 ,4,7,1,.,0,0
 ,5,9,3,.,0,0
 ,7,4,6,.,0,0
 ,9,1,3,.,0,0
 ,1,1,0,5,.,0,0
 ,1,3,7,1,.,0,0
 ,1,9,4,9,.,0,0
 ,2,5,2,2,.,0,0
 ,9,3,3,.,0,0
 ,1,1,2,5,.,0,0
 ,1,3,9,0,.,0,0
 ,2,5,6,3,.,0,0
Thickness Class , Grade Brand 
1 1,4 Inches. (40 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 465.00 Rs 280.00 Rs 0.00
1 1,2 Inches. (50 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 568.00 Rs 342.00 Rs 0.00
2 Inches. (63 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 760.50 Rs 458.00 Rs 0.00
2 1,2 Inches. (75 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 872.50 Rs 525.00 Rs 0.00
"3 Inches. (90 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 1,122.00 Rs 675.00 Rs 0.00"
"4 Inches. (110 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 1,549.00 Rs 932.00 Rs 0.00"
"5 Inches. (140 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 2,689.00 Rs 1,618.00 Rs 0.00"
"6 Inches. (160 mm) Type-A Ashirvad Glue Fit Pipe 6 Meters Rs 3,410.00 Rs 2,051.00 Rs 0.00"
2 1,2 Inches. (75 mm) Type-A Ashirvad Washer Fit Pipe 6 Meters Rs 892.50 Rs 537.00 Rs 0.00
"3 Inches. (90 mm) Type-A Ashirvad Washer Fit Pipe 6 Meters Rs 1,136.00 Rs 684.00 Rs 0.00"
"4 Inches. (110 mm) Type-A Ashirvad Washer Fit Pipe 6 Meters Rs 1,566.00 Rs 943.00 Rs 0.00"
"6 Inches. (160 mm) Type-A Ashirvad Washer Fit Pipe 6 Meters Rs 3,443.00 Rs 2,071.00 Rs 0.00"
1 1,4 Inches. (40 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 782.50 Rs 471.00 Rs 0.00
1 1,2 Inches. (50 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 986.00 Rs 593.00 Rs 0.00
"2 Inches. (63 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 1,239.00 Rs 746.00 Rs 0.00"
2 1,"2 Inches. (75 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 1,518.00 Rs 913.00 Rs 0.00"
"3 Inches. (90 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 1,837.00 Rs 1,105.00 Rs 0.00"
"4 Inches. (110 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 2,279.00 Rs 1,371.00 Rs 0.00"
"5 Inches. (140 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 3,241.00 Rs 1,949.00 Rs 0.00"
"6 Inches. (160 mm) Type-B Ashirvad Glue Fit Pipe 6 Meters Rs 4.00 Rs 2,522.00 Rs 0.00"
2 1,"2 Inches. (75 mm) Type-B Ashirvad Washer Fit Pipe 6 Meters Rs 1,551.00 Rs 933.00 Rs 0.00"
"3 Inches. (90 mm) Type-B Ashirvad Washer Fit Pipe 6 Meters Rs 1,870.00 Rs 1,125.00 Rs 0.00"
"4 Inches. (110 mm) Type-B Ashirvad Washer Fit Pipe 6 Meters Rs 2,310.00 Rs 1,390.00 Rs 0.00"
"6 Inches. (160 mm) Type-B Ashirvad Washer Fit Pipe 6 Meters Rs 4,261.50 Rs 2,563.00 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
1 1,2 Inches. (40 mm) SDR 13.5 
2 Inches. (50 mm) SDR 13.5 ," Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 2,652.50 Rs 1,595.08 Rs 0.00"
  Total: 0 Rs. 0.00
 ,2,3,3,.,0,2
 ,3,6,2,.,3,1
 ,5,6,3,.,7,7
 ,8,3,4,.,3,7
 ,1,1,4,5,.,5,7
 ,1,9,0,9,.,2,9
 ,2,0,2,.,9,6
 ,3,3,2,.,2,5
 ,4,8,2,.,5,8
 ,7,0,0,.,5,7
 ,9,6,8,.,1,7
 ,1,5,9,5,.,0,8
Thickness Class , Grade Brand 
1,2 Inches. (15 mm) SDR 11 
3,4 Inches. (20 mm) SDR 11 
1 Inches. (25 mm) SDR 11 , Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 937.50 Rs 563.77 Rs 0.00
1 1,4 Inches. (32 mm) SDR 11 
1 1,2 Inches. (40 mm) SDR 11 
2 Inches. (50 mm) SDR 11 ," Class 1 Ashirvad Glue Fit Pipe 5 Meters Rs 3,175.00 Rs 1,909.29 Rs 0.00"
1,2 Inches. (15 mm) SDR 13.5 
3,4 Inches. (20 mm) SDR 13.5 
1 Inches. (25 mm) SDR 13.5 , Class 2 Ashirvad Glue Fit Pipe 5 Meters Rs 802.50 Rs 482.58 Rs 0.00
1 1,4 Inches. (32 mm) SDR 13.5 
